Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,year,Month,Alert Criteria,Event Month
03/08/2017,13:30:00,03/08/2017,16:30:00,New York,NPCC,Severe Weather/Transmission Interruption,Unknown,106869,2017,March,"Loss of electric service to more than 50,000 customers for 1 hour or more",
03/08/2017,15:33:00,Unknown,Unknown,New York,NPCC,Severe Weather,Unknown,50000,2017,March,"Loss of electric service to more than 50,000 customers for 1 hour or more",
03/12/2017,09:56:00,03/12/2017,11:20:00,California: Imperial County;,WECC,Vandalism,0,1,2017,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
03/14/2017,12:32:00,Unknown,Unknown,Connecticut: Massachusetts: Rhode Island: New Hampshire: Maine: Vermont:,NPCC,Severe Weather,Unknown,69647,2017,March,"Loss of electric service to more than 50,000 customers for 1 hour or more",
03/21/2017,20:00:00,03/22/2017,09:15:00,Georgia,SERC,Severe Weather,857,257000,2017,March,"Loss of electric service to more than 50,000 customers for 1 hour or more",
03/24/2017,06:29:00,03/24/2017,07:13:00,Oregon: Clatsop County;,WECC,Sabotage,0,0,2017,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
03/28/2017,16:07:00,03/28/2017,16:08:00,Oregon: Josephine County;,WECC,Suspicious Activity,0,0,2017,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
03/29/2017,03:30:00,03/31/2017,06:00:00,Texas,TRE,Severe Weather,Unknown,175000,2017,March,"Loss of electric service to more than 50,000 customers for 1 hour or more",
03/31/2017,19:15:00,03/31/2017,21:07:00,Mississippi: DeSoto County;,SERC,Vandalism,0,0,2017,March,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
04/03/2017,11:00:00,04/03/2017,20:00:00,"Alabama, Georgia",SERC,Severe Weather,290,86330,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/06/2017,19:00:00,Unknown,Unknown,California,WECC,Severe Weather,Unknown,100000,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/07/2017,04:16:00,Unknown,Unknown,California: Fresno County,WECC,Fuel Supply Deficiency,0,0,2017,April,Fuel supply emergencies that could impact electric power system adequacy or reliability,
04/07/2017,08:15:00,04/08/2017,00:14:00,"Oregon: Multnomah County, Washington County, Marion County, Clackamas County",WECC,Severe Weather,Unknown,153867,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/07/2017,04:33:00,04/07/2017,08:20:00,Oregon,WECC,Severe Weather,100,64852,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/13/2017,07:50:00,04/13/2017,08:07:00,Washington: Pierce County,WECC,Sabotage,53,10000,2017,April,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,
04/17/2017,09:25:00,04/17/2017,09:26:00,Utah: Emery County,WECC,Sabotage,0,0,2017,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
04/20/2017,16:00:00,04/20/2017,18:00:00,Wyoming: Converse County,WECC, Vandalism,0,0,2017,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
04/21/2017,10:34:00,04/21/2017,15:55:00,Kentucky: Bullitt County,SERC, Vandalism,0,0,2017,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
04/21/2017,09:06:00,04/21/2017,17:45:00,"California: San Francisco, City and County of[10]",WECC,System Operations,130,88000,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/23/2017,23:55:00,04/23/2017,23:56:00,Oregon: Multnomah County,WECC,Vandalism,0,0,2017,April,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
04/24/2017,05:32:00,04/24/2017,06:33:00,North Carolina: Mecklenburg County,SERC,Severe Weather,240,74698,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
04/30/2017,01:00:00,04/30/2017,17:45:00,"Arkansas, Louisiana, Mississippi",SERC,Severe Weather,Unknown,145174,2017,April,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/01/2017,23:14:00,05/01/2017,23:34:00,Ohio,RFC,Severe Weather,Unknown,92390,2017,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/03/2017,19:05:00,05/03/2017,21:00:00,California,WECC,Generation Inadequacy,878,Unknown,2017,May,Load shedding of 100 Megawatts or more implemented under emergency operational policy,
05/03/2017,18:58:00,05/03/2017,21:15:00,California,WECC,Generation Inadequacy,572,0,2017,May,Load shedding of 100 Megawatts or more implemented under emergency operational policy,
05/03/2017,23:00:00,Unknown,Unknown,"Pennsylvania: Philadelphia County, Montgomery County",RFC,Vandalism,0,0,2017,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
05/04/2017,05:00:00,05/04/2017,22:00:00,Alabama: Georgia,SERC,Severe Weather,200,60377,2017,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/07/2017,23:30:00,05/08/2017,05:00:00,Kentucky: Daviess County,SERC,Generation Inadequacy,80,0,2017,May,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,
05/07/2017,05:15:00,Unknown,Unknown,California: Fresno County,WECC,Fuel Supply Deficiency,0,0,2017,May,Fuel supply emergencies that could impact electric power system adequacy or reliability,
05/11/2017,11:05:00,05/11/2017,13:05:00,Washington: Yakima County,WECC,Vandalism,0,0,2017,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
05/19/2017,05:30:00,Unknown,Unknown,Missouri: St. Louis County,SERC,Severe Weather,Unknown,70696,2017,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/21/2017,16:44:00,05/21/2017,17:43:00,"Idaho: Lincoln County, Jerome County",WECC,Vandalism,21,9598,2017,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
05/23/2017,05:02:00,05/23/2017,08:40:00,Tennessee: Davidson County,SERC,Vandalism,10,4700,2017,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
05/27/2017,23:00:00,Unknown,Unknown,"Tennessee: Shelby County, Putnam County, Knox County, Davidson County, Hamilton County; Alabama: Madison County",SERC,Severe Weather,Unknown,116000,2017,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/27/2017,23:10:00,Unknown,Unknown,Tennessee: Shelby County,SERC,Severe Weather,391,188000,2017,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/28/2017,19:30:00,05/29/2017,22:00:00,Louisiana: Texas,SERC,Severe Weather,Unknown,103000,2017,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
05/28/2017,16:27:00,05/28/2017,16:28:00,Nevada: Clark County,WECC,Vandalism,0,0,2017,May,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
05/28/2017,19:30:00,05/29/2017,22:00:00,Texas: Louisiana,TRE,Severe Weather,Unknown,103000,2017,May,"Loss of electric service to more than 50,000 customers for 1 hour or more",
06/07/2017,13:12:00,06/07/2017,13:13:00,Washington: Yakima County,WECC,Vandalism ,0,0,2017,June,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
06/11/2017,13:25:00,06/11/2017,19:15:00,Wisconsin,MRO,Severe Weather,Unknown,53610,2017,June,"Loss of electric service to more than 50,000 customers for 1 hour or more",
06/11/2017,14:39:00,06/11/2017,17:55:00,Michigan,RFC,Transmission Interruption,63,Unknown,2017,June,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
06/11/2017,07:00:00,06/11/2017,11:22:00,Minnesota,MRO,Severe Weather,Unknown,70000,2017,June,"Loss of electric service to more than 50,000 customers for 1 hour or more",
06/15/2017,17:00:00,06/15/2017,22:00:00,"Alabama, Georgia",SERC,Severe Weather,275,82713,2017,June,"Loss of electric service to more than 50,000 customers for 1 hour or more",
06/16/2017,20:00:00,06/17/2017,06:00:00,Arkansas,SERC,Severe Weather,Unknown,76000,2017,June,"Loss of electric service to more than 50,000 customers for 1 hour or more",
06/16/2017,20:00:00,Unknown,Unknown,"Nebraska: Cass County, Douglas County, Sarpy County",MRO,Severe Weather,Unknown,76000,2017,June,"Loss of electric service to more than 50,000 customers for 1 hour or more",
06/17/2017,21:00:00,06/18/2017,07:00:00,"Kansas, Missouri: Jackson County, Platte County, Clay County, Cass County",MRO,Severe Weather,Unknown,84737,2017,June,"Loss of electric service to more than 50,000 customers for 1 hour or more",
06/21/2017,00:00:00,06/21/2017,01:00:00,Oregon: Baker County,WECC,Physical Attack,0,0,2017,June,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
06/22/2017,18:00:00,06/25/2017,12:45:00,"Michigan: Wayne County, Monroe County",RFC,Severe Weather,Unknown,118631,2017,June,"Loss of electric service to more than 50,000 customers for 1 hour or more",
06/29/2017,04:00:00,Unknown,Unknown,Louisiana: Orleans Parish,SERC,Vandalism ,130,6467,2017,June,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
06/30/2017,07:45:00,06/30/2017,07:46:00,Idaho: Ada County,WECC,Vandalism ,0,0,2017,June,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
07/06/2017,00:00:00,Unknown,Unknown,Idaho: Jerome County,WECC,Vandalism,0,0,2017,July,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
07/07/2017,03:30:00,07/08/2017,19:30:00,"Michigan: Kent County, Ottawa County, Muskegon County, Barry County, Oceana County, Eaton County",RFC,Severe Weather,Unknown,160000,2017,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",
07/08/2017,18:52:00,07/09/2017,08:00:00,California: Los Angeles County,WECC,Transmission Interruption,645,176867,2017,July,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,
07/11/2017,10:00:00,07/11/2017,12:00:00,Minnesota,MRO,Vandalism,0,0,2017,July,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
07/12/2017,12:25:00,07/15/2017,09:00:00,Tennessee,SERC,Vandalism,0,0,2017,July,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
07/12/2017,12:25:00,Unknown,Unknown,Tennessee: Shelby County,SERC,Vandalism,Unknown,Unknown,2017,July,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
07/18/2017,04:03:00,Unknown,Unknown,Missouri,SERC,Actual Physical Attack,Unknown,700,2017,July,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
07/18/2017,16:23:00,07/18/2017,18:39:00,Nevada,WECC,Severe Weather,0,0,2017,July,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,
07/20/2017,01:00:00,07/20/2017,09:46:00,Utah: Beaver County,WECC,Vandalism,0,0,2017,July,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
07/22/2017,22:00:00,07/23/2017,12:00:00,"Missouri: Clay County, Jackson County, Lafayette County, Platte County; Kansas: Johnson County, Miami County, Wyandotte County",SERC,Severe Weather,Unknown,112540,2017,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",
07/22/2017,22:00:00,Unknown,Unknown,Missouri,SERC,Severe Weather,Unknown,131000,2017,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",
07/22/2017,22:00:00,Unknown,Unknown,Missouri,SERC,Severe Weather,Unknown,115000,2017,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",
07/23/2017,04:00:00,Unknown,Unknown,Missouri: Illinois,SERC,Severe Weather,Unknown,82000,2017,July,"Loss of electric service to more than 50,000 customers for 1 hour or more",
07/27/2017,06:00:00,07/27/2017,11:29:00,California: Butte County,WECC,Fuel Supply Deficiency,0,0,2017,July,Fuel supply emergencies that could impact electric power system adequacy or reliability,
08/05/2017,13:20:00,08/05/2017,14:20:00,California: Humboldt County;,WECC,Vandalism,0,0,2017,August,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
08/21/2017,23:41:00,08/22/2017,00:21:00,California: Plumas County;,WECC,System Operations,1,2,2017,August,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
08/25/2017,18:30:00,09/05/2017,17:00:00,Texas:,TRE,Severe Weather,Unknown,330000,2017,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/25/2017,18:17:00,09/02/2017,17:00:00,"Texas: Matagorda County, Nueces County, Aransas County, Refugio County, San Patricio County, Calhoun County, Victoria County, Jackson County, Live Oak County, Jim Wells County, Bee County, Lavaca County;",TRE,Severe Weather,Unknown,220400,2017,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/26/2017,06:26:00,09/08/2017,00:00:00,Texas:,TRE,Severe Weather,Unknown,1076868,2017,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/26/2017,00:39:00,08/26/2017,00:52:00,Texas:,TRE,Severe Weather,Unknown,Unknown,2017,August,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
08/27/2017,05:10:00,09/08/2017,00:00:00,Texas: Harris County;,TRE,Severe Weather,Unknown,1076868,2017,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/30/2017,02:15:00,Unknown,Unknown,Texas:,TRE,Severe Weather,Unknown,78500,2017,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/31/2017,14:49:00,08/31/2017,17:14:00,California: Los Angeles County;,WECC,Severe Weather,100,0,2017,August,Load shedding of 100 Megawatts or more implemented under emergency operational policy,
